"pid","object_id","label","provenance_date","provenance_location","provenance_text","order","collection"
"5884","3846","Road at Edge of a Hill with Travelers","1822","England, Sussex","Phillips Collection (according to the note on the back)",,"provenance"
"5885","3846","Road at Edge of a Hill with Travelers","Before 1966","Wales, Swansea","Collection of John Vivian, 4th Baron Swansea",,"provenance"
"5886","3846","Road at Edge of a Hill with Travelers",,,"Sale by order of Trustees of the late Lady Beamish",,"provenance"
"5887","3846","Road at Edge of a Hill with Travelers","Jun 6 1966","England, London","Sale, Sotheby's, Lot #117",,"provenance"
"5888","3846","Road at Edge of a Hill with Travelers","After 1966","England, London","Leggatt",,"provenance"
"5889","3846","Road at Edge of a Hill with Travelers","Jul 11 1979","England, London","Sale, Sotheby's, Lot #15",,"provenance"
"5890","3846","Road at Edge of a Hill with Travelers","Dec 3 1997","England, London","Sale, Christie's, Lot #15",,"provenance"
"5938","3847","Rocky Landscape with Flight into Egypt (London)","1934","Netherlands, Amsterdam","Gallery Pieter de Boer, inv. #54",,"provenance"
"5939","3847","Rocky Landscape with Flight into Egypt (London)","May 23 1967","Netherlands, Amsterdam","Mak van Waay",,"provenance"
"5940","3847","Rocky Landscape with Flight into Egypt (London)","Feb 5 1988","England, London","Sale, Christie's, Lot #132 (as ""follower of Jan I"")",,"provenance"
"5941","3847","Rocky Landscape with Flight into Egypt (London)","Apr 15 1999","England, London","Sale, Sotheby's, Lot #54 (as ""follower of Jan I"")",,"provenance"
"5942","3847","Rocky Landscape with Flight into Egypt (London)","2003","Netherlands, Amsterdam","Gallery Pieter de Boer",,"provenance"
"5943","3848","Rocky Landscape with Flight into Egypt (New York)","Before 1922",,"Mechthilde Lichnowsky",,"provenance"
"5944","3848","Rocky Landscape with Flight into Egypt (New York)","Before 1922","Germany, Berlin","Cassirer",,"provenance"
"5945","3848","Rocky Landscape with Flight into Egypt (New York)","May 29 1922",,"Helbing, #12",,"provenance"
"5946","3848","Rocky Landscape with Flight into Egypt (New York)","Before 1957",,"Collection of N.H. Marder",,"provenance"
"5947","3848","Rocky Landscape with Flight into Egypt (New York)","Jun 21 1957","England, London","Sale, Christie's, Lot #32",,"provenance"
"5948","3848","Rocky Landscape with Flight into Egypt (New York)","After 1957","England, London","Slatter Gallery",,"provenance"
"5949","3848","Rocky Landscape with Flight into Egypt (New York)","Apr 2 1976",,"Sale, Christie's, Lot #52 (with false details)",,"provenance"
"5950","3848","Rocky Landscape with Flight into Egypt (New York)","1979","Switzerland, Zürich","David M. Koetser",,"provenance"
"6034","3850","Storm at Sea with Shipwreck","1714","Italy, Rome","Fliippo Colonna II, Inventory of 1714, inv. #420",,"provenance"
"6035","3850","Storm at Sea with Shipwreck","After 1783","Italy, Rome","Archivo Colonna III, inv. # Q.B.29",,"provenance"
"6036","3850","Storm at Sea with Shipwreck","Before 1978","Italy, Rome","Collection of Prince Colonna, Lot #420",,"provenance"
"6037","3850","Storm at Sea with Shipwreck","Before 1979","Italy, Campione","Silvano Lodi",,"provenance"
"6074","3851","Temptation of St. Anthony (Alkmaar)","Aug 19 1801","Belgium, Antwerp","(Possibly) sale, H. de Bosschaert, Lot #59",,"provenance"
"6075","3851","Temptation of St. Anthony (Alkmaar)",,"France","Private Collection",,"provenance"
"6076","3851","Temptation of St. Anthony (Alkmaar)","Apr 8 1981","England, London","Sale, Sotheby's, Lot #54",,"provenance"
"6077","3851","Temptation of St. Anthony (Alkmaar)","Jun 24 1994","France, Paris","Sale, Drouot, Lot #65",,"provenance"
"6082","3852","Temptation of St. Anthony (Germany)",,"Belgium, Brussels","Collection of Boussery",,"provenance"
"6083","3852","Temptation of St. Anthony (Germany)","Apr 16 1980","England, London","Sale, Sotheby's, Lot #229 (as ""Coninxloo"")",,"provenance"
"6084","3852","Temptation of St. Anthony (Germany)","Jun 9 1983","United States, New York, NY","Sale, Sotheby's, Lot #15 (as ""Coninxloo"")",,"provenance"
"6085","3852","Temptation of St. Anthony (Germany)","1987","United States, Shawnee, OK","Collection of Sidney R. Clarke III",,"provenance"
"6086","3852","Temptation of St. Anthony (Germany)","Dec 1 1997","England, London","Sale, Philips, Lot #45 (as ""Coninxloo"")",,"provenance"
"6087","3852","Temptation of St. Anthony (Germany)","Jul 8 2004","England, London","Sale, Sotheby's, Lot #237 (as ""Circle of Coninxloo"")",,"provenance"
"6088","3852","Temptation of St. Anthony (Germany)","Apr 14 2005","Austria, Vienna","Sale, Dorotheum, Lot #140",,"provenance"
"6094","3853","Temptation of St. Anthony in a Forest (Italy)","Apr 18 1980","England, London","Sale, Christie's, Lot #105 (as ""Coninxloo"")",,"provenance"
"6095","3853","Temptation of St. Anthony in a Forest (Italy)","1983","Netherlands, Maastricht","Gallery Noortmann, inv. #83",,"provenance"
"6096","3853","Temptation of St. Anthony in a Forest (Italy)","Nov 27 1984","Switzerland, Zürich","Sale, Koller, Lot #5076",,"provenance"
"6097","3853","Temptation of St. Anthony in a Forest (Italy)","Apr 10 1991","United States, New York, NY","Habsburg, Lot #16 (as ""Jan I"")",,"provenance"
"6098","3853","Temptation of St. Anthony in a Forest (Italy)","1999","Italy, Turin","Gallery Caretto (as ""Jan I"")",,"provenance"
"6099","3853","Temptation of St. Anthony in a Forest (Italy)","2003","Italy, Turin","Gallery Caretto (as ""Jan I"")",,"provenance"
"6103","3854","The Banquet of Achelous","ca. 1771","Italy, Rome","Princess Scalamare",,"provenance"
"6104","3854","The Banquet of Achelous","1906","France, Paris","Basile de Schilichting Collection",,"provenance"
"6105","3854","The Banquet of Achelous","1910","Germany, Munich","Julius Bohler (Art Dealer)",,"provenance"
"6106","3854","The Banquet of Achelous","1912","United States, New York, NY","Collection of Samuel Untermyer",,"provenance"
"6107","3854","The Banquet of Achelous","May 10 1940","United States, New York, NY","Sale, Parke Bernet, Lot #52",,"provenance"
"6108","3854","The Banquet of Achelous","1940-1945",,"Collection of Alvin and Irwin Untermyer",,"provenance"
"10001","3855","The Contest of Apollo and Marsyas (Judgment of Midas)","1642","Belgium, Antwerp","Probably in collection of Herman de Neyt",,"provenance"
"6118","3855","The Contest of Apollo and Marsyas (Judgment of Midas)","18th century",,"(Probably) Collection of Berliner Schloss",,"provenance"
"6119","3855","The Contest of Apollo and Marsyas (Judgment of Midas)","1806","France, Paris",,,"provenance"
"6120","3855","The Contest of Apollo and Marsyas (Judgment of Midas)","20th century","Belgium, Antwerp","Collection of Fernand Stuyck del Bruyère",,"provenance"
"6121","3855","The Contest of Apollo and Marsyas (Judgment of Midas)",,"Netherlands, Amsterdam","Gallery de Boer",,"provenance"
"6122","3855","The Contest of Apollo and Marsyas (Judgment of Midas)","Before 1980","Sweden, Stockholm","Collection on of Einar Perman",,"provenance"
"6123","3855","The Contest of Apollo and Marsyas (Judgment of Midas)","1980","Sweden, Stockholm","Bukowski Auctions",,"provenance"
"6124","3855","The Contest of Apollo and Marsyas (Judgment of Midas)","Apr 8 1988","United States, New York, NY","Sale, Christie's, Lot #49",,"provenance"
"6125","3855","The Contest of Apollo and Marsyas (Judgment of Midas)","1988","Germany, Munich","Private Collection",,"provenance"
"6155","3856","The Rape of Proserpina",,"Belgium, Antwerp","Collection of Stuyck del Bruyère",,"provenance"
"6156","3856","The Rape of Proserpina",,"Netherlands, Amsterdam","Collection of Dr. Hans Wetzlar",,"provenance"
"6157","3856","The Rape of Proserpina","Jul 8 1981","England, London","Sale, Sotheby's, Lot #77 *as ""Adriaen van Stalbemt"")",,"provenance"
"6158","3856","The Rape of Proserpina","Feb 2 1996","United States, New York, NY","Sale, Sotheby's, Lot #133 (as ""Studio Hendrick van Balen"")",,"provenance"
"6159","3856","The Rape of Proserpina","Jul 5 1996","England, London","Sale, Christie's, Lot #349 (as ""attributed to Hendrick van Balen, the landscape and chariot are painted in the style of Jan Brueghel I"")",,"provenance"
"6160","3857","The Return from War: Mars Disarmed by Venus",,"Belgium, Brussels","(Possibly) from Brussels Court, Albrecht and Isabella",,"provenance"
"6161","3857","The Return from War: Mars Disarmed by Venus","ca. 1890","England, London","Acquired from Pennington-Mellor family by Castello di Lunghezza",,"provenance"
"6162","3857","The Return from War: Mars Disarmed by Venus","1911","England","Taken from an English Family",,"provenance"
"6163","3857","The Return from War: Mars Disarmed by Venus","1981","England","Transferred from Malcolm Munthe to the Pennington-Mellor Munthe Charity Trust",,"provenance"
"6164","3857","The Return from War: Mars Disarmed by Venus","2000","United States, Los Angeles, CA","Purchased by J. Paul Getty Museum",,"provenance"
"6167","3858","The Sense of Hearing",,,"(Probably) commissioned by Albert and Isabella",,"provenance"
"6168","3858","The Sense of Hearing",,"Germany, Düsseldorf","(Probably) given to Wolfgang-Wilhelm von Zweibrucken, Count Palatine and Duke of Neuburg",,"provenance"
"6169","3858","The Sense of Hearing","1634","Austria","Gift from Wolfgang-Wilhelm to the cardinal-infante Ferdinand, brother of Philip IV (Possibly 1634)",,"provenance"
"6170","3858","The Sense of Hearing","1634","Spain","Gift from the cardinal-infante to the Duke of Medina de las Torres",,"provenance"
"6171","3858","The Sense of Hearing","1636","Spain, Madrid","Gift from Medina de las Torres to the King; in the Alcázar",,"provenance"
"6172","3858","The Sense of Hearing","1819","Spain, Madrid","Collection of the Museo Nacional del Prado",,"provenance"
"6173","3859","The Sense of Sight",,,"(Probably) commissioned by Albert and Isabella",,"provenance"
"6174","3859","The Sense of Sight",,"Germany, Düsseldorf","(Probably) given to Wolfgang-Wilhelm von Zweibrucken, Count Palatine and Duke of Neuburg",,"provenance"
"6175","3859","The Sense of Sight","1634","Austria","Gift from Wolfgang-Wilhelm to the cardinal-infante Ferdinand, brother of Philip IV (Possibly 1634)",,"provenance"
"6176","3859","The Sense of Sight","1634","Spain","Gift from the cardinal-infante to the Duke of Medina de las Torres",,"provenance"
"6177","3859","The Sense of Sight","1636","Spain, Madrid","Gift from Medina de las Torres to the King; in the Alcázar",,"provenance"
"6178","3859","The Sense of Sight","1819","Spain, Madrid","Collection of the Museo Nacional del Prado",,"provenance"
"6179","3860","The Sense of Smell",,,"(Probably) commissioned by Albert and Isabella",,"provenance"
"6180","3860","The Sense of Smell",,"Germany, Düsseldorf","(Probably) given to Wolfgang-Wilhelm von Zweibrucken, Count Palatine and Duke of Neuburg",,"provenance"
"6181","3860","The Sense of Smell","1634","Austria","Gift from Wolfgang-Wilhelm to the cardinal-infante Ferdinand, brother of Philip IV (Possibly 1634)",,"provenance"
"6182","3860","The Sense of Smell","1634","Spain","Gift from the cardinal-infante to the Duke of Medina de las Torres",,"provenance"
"6183","3860","The Sense of Smell","1636","Spain, Madrid","Gift from Medina de las Torres to the King; in the Alcázar",,"provenance"
"6184","3860","The Sense of Smell","1819","Spain, Madrid","Collection of the Museo Nacional del Prado",,"provenance"
"6185","3861","The Sense of Taste",,,"(Probably) commissioned by Albert and Isabella",,"provenance"
"6186","3861","The Sense of Taste",,"Germany, Düsseldorf","(Probably) given to Wolfgang-Wilhelm von Zweibrucken, Count Palatine and Duke of Neuburg",,"provenance"
"6187","3861","The Sense of Taste","1634","Austria","(Probably) Gift from Wolfgang-Wilhelm to the cardinal-infante Ferdinand, brother of Philip IV",,"provenance"
"6188","3861","The Sense of Taste","1634","Spain","Gift from the cardinal-infante to the Duke of Medina de las Torres",,"provenance"
"6189","3861","The Sense of Taste","1636","Spain, Madrid","Gift from Medina de las Torres to the King; in the Alcázar",,"provenance"
"6190","3861","The Sense of Taste","1819","Spain, Madrid","Collection of the Museo Nacional del Prado",,"provenance"
"6191","3862","The Sense of Touch",,,"(Probably) commissioned by Albert and Isabella",,"provenance"
"6192","3862","The Sense of Touch",,"Germany, Düsseldorf","(Probably) given to Wolfgang-Wilhelm von Zweibrucken, Count Palatine and Duke of Neuburg",,"provenance"
"6193","3862","The Sense of Touch","1634","Austria","(Probably) Gift from Wolfgang-Wilhelm to the cardinal-infante Ferdinand, brother of Philip IV",,"provenance"
"6194","3862","The Sense of Touch","1634","Spain","Gift from the cardinal-infante to the Duke of Medina de las Torres",,"provenance"
"6195","3862","The Sense of Touch","1636","Spain, Madrid","Gift from Medina de las Torres to the King; in the Alcázar",,"provenance"
"6196","3862","The Sense of Touch","1819","Spain, Madrid","Collection of the Museo Nacional del Prado",,"provenance"
"9971","3863","The Triumph of Death","1625","Belgium, Antwerp","In possession of Jan Brueghel at time of his death; offered for sale by his son for fl.1000",,"provenance"
"10002","3863","The Triumph of Death","1653","Belgium, Antwerp","Probably collection of Jeremias Wildens",,"provenance"
"9974","3863","The Triumph of Death","1713","Austria","Eggenberg Collection:  ""Der Universaltool vom Prigl, wert 1000 fl.""",,"provenance"
"9972","3863","The Triumph of Death","1727","Germany","Collection of Grafen Brandis, Marburg",,"provenance"
"9973","3863","The Triumph of Death","1880",,"Purchased from Brandis Collection for 1000 fl.",,"provenance"
"6210","3864","The Wedding of Peleus and Thetis","1659",,"(Possibly) Albert and Isabella Collection: probably same work as in Brussels Inventory 1659 as ""Un festin de dioses, pintado sobre una lamina de cobre, depie y medio de alto y dos de largo, hecho por Henrico de Clercq y Breugel""",,"provenance"
"6211","3864","The Wedding of Peleus and Thetis","Jun 22 1945","France, Paris","Acquired from Hotel de Ventes, Lot #15",,"provenance"
"6938","3865","View of Heidelberg (New York)","19th century-20th century","Netherlands, Amsterdam","Reinier Willem Petrus de Vries",,"provenance"
"6939","3865","View of Heidelberg (New York)","Dec 14 1911","Netherlands, Amsterdam","His sale, Lot #1278",,"provenance"
"6940","3865","View of Heidelberg (New York)",,,"Robert von Hirsch",,"provenance"
"6941","3865","View of Heidelberg (New York)","Jun 20 1978","England, London","His sale, Sotheby's, Vol. I, Lot #29 (With Kate Ganz, Ltd. (1991))",,"provenance"
"6942","3865","View of Heidelberg (New York)","Nov 17 1993","Netherlands, Amsterdam","Sale, Sotheby's, Lot #87",,"provenance"
"6943","3865","View of Heidelberg (New York)",,,"Sale, Kate Ganz Ltd.",,"provenance"
"6944","3865","View of Heidelberg (New York)","1995","United States, New York, NY","Bought by Metropolitan Museum with David T. Schiff Gift and Harris Brisbane Dick Fund",,"provenance"
"6319","3866","View over a Broad River Valley with Gypsies","Before 1934","Sweden, Stockholm","Collection Einar Perman",,"provenance"
"6320","3866","View over a Broad River Valley with Gypsies","Before 1963","Finland, Helsinki","Collection of Steenmann",,"provenance"
"6321","3866","View over a Broad River Valley with Gypsies","1963","Netherlands, Amsterdam","Galerie de Boer",,"provenance"
"6322","3866","View over a Broad River Valley with Gypsies","1964","Belgium","Private Collection",,"provenance"
"6323","3866","View over a Broad River Valley with Gypsies","Dec 14 2000","England, London","Sale, Sotheby's, Lot #11",,"provenance"
"6324","3866","View over a Broad River Valley with Gypsies","2002","England, London","Johnny Van Haeften Ltd., Cat #6",,"provenance"
"6332","3867","Village Fish Market with Scipio's Grave",,"Denmark, Copenhagen","Collectio nof G. Moltke",,"provenance"
"6333","3867","Village Fish Market with Scipio's Grave",,,"Collection of G. Sadolin Dragor",,"provenance"
"6334","3867","Village Fish Market with Scipio's Grave","Spring 1965","England, London","Gallery of L. Koetser, Lot #13",,"provenance"
"6335","3867","Village Fish Market with Scipio's Grave","After 1965","Switzerland, Geneva","Gallery of David H. Koetser",,"provenance"
"6336","3867","Village Fish Market with Scipio's Grave","1979","Switzerland","Private Collection",,"provenance"
"6337","3867","Village Fish Market with Scipio's Grave","1999","Switzerland, Zürich","Gallery of David H. Koetser, inv. #15",,"provenance"
"6342","3868","Village Kermis in Schelle with Self Portrait","1622","Belgium, Antwerp","Collection of N. C. Cheeus as (""Een Schilderye Iantschap, gelegentheyt van Schelle, gedaen by Jan Bruegel, geestimeert op drye hondert vyftich gulden"")",,"provenance"
"6343","3868","Village Kermis in Schelle with Self Portrait","1663","Belgium, Antwerp","Anna de Schot, widow of N. C. Cheeus (valued at 1200 guilders)",,"provenance"
"6344","3868","Village Kermis in Schelle with Self Portrait","1746","Austria, Vienna","Counts of Schönborn, Cat.1894, #9",,"provenance"
"6345","3868","Village Kermis in Schelle with Self Portrait","1950","Austria, Vienna","Schönborn Family",,"provenance"
"6350","3869","Village Landscape with Dancers, Ballad Singers, and Possible Self Portrait","17th century-18th century","Germany, Düsseldorf","Johann Wilhelm, Elector of the Palatine (located in one of the two Gemäldekabinetten in the Schloß)",,"provenance"
"6351","3869","Village Landscape with Dancers, Ballad Singers, and Possible Self Portrait","17th century-18th century","Germany, Düsseldorf","His brother Karl III Philipp, Elector of the Palatine",,"provenance"
"6352","3869","Village Landscape with Dancers, Ballad Singers, and Possible Self Portrait","1730","Germany, Mannheim","Galerie Mannheim",,"provenance"
"6353","3869","Village Landscape with Dancers, Ballad Singers, and Possible Self Portrait","18th century","Germany, Mannheim","His nephew Karl Theodor von Pfalz-Sulzbach Elector of the Palatine and Bavaria",,"provenance"
"6354","3869","Village Landscape with Dancers, Ballad Singers, and Possible Self Portrait","1798-1799","Germany, Munich",,,"provenance"
"6355","3869","Village Landscape with Dancers, Ballad Singers, and Possible Self Portrait","18th century-19th century","Germany, Munich","His successor, Maximilian IV Joseph, Duke of Zweibrücken and Elector of both the Palatine and Bavaria, and from 1806 King of Bavaria",,"provenance"
"6356","3869","Village Landscape with Dancers, Ballad Singers, and Possible Self Portrait","By 1810","Germany, Schleißheim","Bavarian Royal Collections",,"provenance"
"6357","3869","Village Landscape with Dancers, Ballad Singers, and Possible Self Portrait",,"Germany, Munich","Bavarian Royal Collections",,"provenance"
"6358","3869","Village Landscape with Dancers, Ballad Singers, and Possible Self Portrait","1838","Germany, Munich","Bayerische Staatsgemäldesammlungen, Alte Pinakothek, inv. #205",,"provenance"
"6359","3869","Village Landscape with Dancers, Ballad Singers, and Possible Self Portrait","1883","Germany, Munich","Bayerische Staatsgemäldesammlungen, Alte Pinakothek, inv. #696",,"provenance"
"6360","3869","Village Landscape with Dancers, Ballad Singers, and Possible Self Portrait","1923","Germany, Munich","Given in exchange to Julius Böhler",,"provenance"
"6361","3869","Village Landscape with Dancers, Ballad Singers, and Possible Self Portrait","Aug 1923","Switzerland, Sankt Gallen","Sale to Hans Mettler",,"provenance"
"6362","3869","Village Landscape with Dancers, Ballad Singers, and Possible Self Portrait","Jun 29 1979","England, London","Sale, Christie's, Lot #12",,"provenance"
"6363","3869","Village Landscape with Dancers, Ballad Singers, and Possible Self Portrait",,"Switzerland, Zürich","Gallery David Koetser",,"provenance"
"6364","3869","Village Landscape with Dancers, Ballad Singers, and Possible Self Portrait","1980","Germany","Private Collection",,"provenance"
"6666","3870","Village Street with Carts and Horses","18th century-19th century","England, London","Thomas Dimsdale (Lugt 2426)",,"provenance"
"6667","3870","Village Street with Carts and Horses","1834","England, London","William Esdaile (Lugt 2617",,"provenance"
"6668","3870","Village Street with Carts and Horses",,,"Sale of Esdaile, Christie's, (probably) Lot #568 or 569",,"provenance"
"6669","3870","Village Street with Carts and Horses",,,"Bought by Heath",,"provenance"
"6670","3870","Village Street with Carts and Horses","May 25 1846",,"Sale of Th. Thane, Sotehby's, Lot #145",,"provenance"
"6671","3870","Village Street with Carts and Horses","Jun 21 1854",,"Sale of Samuel Woodburne, Christie's, (probably) Lot #1166 or 1402",,"provenance"
"6672","3870","Village Street with Carts and Horses","1963","England, Cambridge","Bequeathed by Sir Bruce to Fitzwilliam Museum",,"provenance"
"6400","3871","Village at End of a Canal with Urban Visitors","1933","Germany, Munich","Give to the Alte Pinakothek, inv. #1897",,"provenance"
"6401","3871","Village at End of a Canal with Urban Visitors","1933","Germany, Aschaffenburg","Staatsgemäldesammlungen, inv. #1897 (as ""studio"")",,"provenance"
"6402","3871","Village at End of a Canal with Urban Visitors","After 1933",,"Collection of Robert J. Gellert",,"provenance"
"6403","3871","Village at End of a Canal with Urban Visitors","May 20 1971","United States, New York, NY","Sale, Parke-Bernet, Lot #26",,"provenance"
"6404","3871","Village at End of a Canal with Urban Visitors","After 1971","England, London","Terry-Engeli Gallery",,"provenance"
"6405","3871","Village at End of a Canal with Urban Visitors","After 1971","England","Acquired from Grosvenor House at Antique Dealers Fair",,"provenance"
"6406","3871","Village at End of a Canal with Urban Visitors","After 1971",,"Private Collection",,"provenance"
"6407","3871","Village at End of a Canal with Urban Visitors",,"Switzerland, Geneva","Gallery of David H. Koetser",,"provenance"
"6408","3871","Village at End of a Canal with Urban Visitors","1977","England, London","Colnaghi Collection",,"provenance"
"6443","3872","Wide Landscape with Travelers and Wagons","Dec 27 1944","France, Paris","Sale, Hotel Drouot, Lot #11",,"provenance"
"6444","3872","Wide Landscape with Travelers and Wagons","Nov 19 1993","France, Paris","Sale, Binoche and Godeau, Lot #80 (as ""Jan Brueghel the Younger)",,"provenance"
"6445","3872","Wide Landscape with Travelers and Wagons","1995","United States, New York, NY","Gallery Haboldt (as ""Jan Brueghel the Younger"")",,"provenance"
"6446","3872","Wide Landscape with Travelers and Wagons","Dec 14 2000","England, London","Sale, Sotheby's, Lot #8",,"provenance"
"6447","3872","Wide Landscape with Travelers and Wagons","2002","Germany, Munich, England, London","Bernheimer/Colnaghi",,"provenance"
"6455","3873","Wide Landscape with Wagon and Travelers (London)","Before 1954","Switzerland","Private Collection",,"provenance"
"6456","3873","Wide Landscape with Wagon and Travelers (London)","1954","England, London","Slatter Gallery",,"provenance"
"6457","3873","Wide Landscape with Wagon and Travelers (London)","Apr 11 1986","England, London","Sale, Christie's, Lot #36",,"provenance"
"6458","3873","Wide Landscape with Wagon and Travelers (London)",,"Switzerland, Zürich","Gallery David H. Koetser, inv. #8",,"provenance"
"6459","3873","Wide Landscape with Wagon and Travelers (London)","After 1990","Germany, Hamburg","Private Collection",,"provenance"
"6460","3873","Wide Landscape with Wagon and Travelers (London)","2004","France, Paris","Galerie de Jonckheere, Catalogue 2004, inv. #20",,"provenance"
"6461","3873","Wide Landscape with Wagon and Travelers (London)","2004","France, Paris","Galerie de Jonckheere, Catalogue 2005, inv. #20",,"provenance"
"6300","3898","View of City along a River","Jun 6 1808","Netherlands, Rotterdam","Sale, G. van der Pot van Groeneveld, Lot #21",,"provenance"
"4807","3904","Castle Mariemont with the Duchess Isabella","Nov 11 2008","Netherlands, Amsterdam","Sale, Sotheby's, Lot #12 (as ""Studio of Jan I"")",,"provenance"
"7343","3924","Allegory of Air (Paris)","1618","Italy, Milan, Ambrosiana","Donated by Cardinal Borromeo to Ambrosiana",,"provenance"
"7344","3924","Allegory of Air (Paris)","1796","France, Paris","Seized by Napoleon's Troops, sent to Paris",,"provenance"
"6536","9604","River Landscape with Landing Stage (Amsterdam RP-T-1881-A-132)","Sep 1881","Netherlands, Amsterdam","Rijksmuseum",,"provenance"
"6567","9606","View of the Church of St. James in Nuremberg","1889","Netherlands, Amsterdam","Rijksmuseum",,"provenance"
"6568","9607","Ford at the Edge of a Wood","1898","Netherlands, Amsterdam","Rijksmuseum",,"provenance"
"6574","9608","Village Scene (Antwerp)","19th century-20th century","Belgium, Antwerp","Max Rooses",,"provenance"
"6586","9609","Square with Houses and a Tree","17th century","Belgium, Antwerp","Van Cauwenberghs",,"provenance"
"6587","9610","Beach with Sailboats in a Storm",,,"Ploos van Amstel, de Vos, Blokhuysen and J.F. Ellinckhuysen (Lugt 3007/3008)",,"provenance"
"6588","9610","Beach with Sailboats in a Storm","Nov 17 1878-Nov 18 1878","Netherlands, Amsterdam","Sale, F. Muller u. C. M. van Gogh, Lot #62",,"provenance"
"6589","9610","Beach with Sailboats in a Storm","1879","Germany, Berlin","Kupferstichkabinett",,"provenance"
"6590","9611","Ancient Ruins (Berlin)","17th century","England, London","(Probably London) Sir Peter Lely (lugt 2092)",,"provenance"
"6591","9611","Ancient Ruins (Berlin)","17th century-18th century","England, London","Jonathan Richardson (Lugt 2814)",,"provenance"
"6592","9611","Ancient Ruins (Berlin)",,"England","The Countess of Powess",,"provenance"
"6593","9611","Ancient Ruins (Berlin)","Nov 26 1970","England, London","Sale, Sotheby's, Lot #1",,"provenance"
"6594","9612","Standing Gentlewoman","1844",,"Pacetti (Lugt 2057)",,"provenance"
"6597","9615","Village with Covered Wagon by a River","1874","Germany, Aachen","Barthold Suermondt (Lugt 415)",,"provenance"
"6599","9617","Winter Scene with Boats and Skaters","1875",,"Hausmann",,"provenance"
"6600","9618","Three Wagons; Wagons, Horses, and Peasants (verso)","1874","Germany, Aachen","Barthold Suermondt (Lugt 415)",,"provenance"
"6621","9632","A Road Through the Woods","19th century-20th century","Belgium, Brussels","Jean de Grez (Lugt 1834), Inv. # 479",,"provenance"
"6622","9633","Studies of Working Peasants","19th century-20th century","Belgium, Brussels","Jean de Grez (Lugt 1834), Inv. # 478",,"provenance"
"6623","9634","Study of Parrots","19th century-20th century","Belgium, Brussels","Jean de Grez (Lugt 1834), Inv. # 474",,"provenance"
"6629","9637","Winter Landscape with Travellers (Budapest)",,"Hungary, Fertöd","Esterházy Collection (31.35 as M. Bril)",,"provenance"
"6630","9638","Waterfall at Tivoli","1911","France, Paris","Purchased from Loys Delteil (as ""Jan Brueghel I"")",,"provenance"
"6631","9639","Different Figures",,,"I. Delhaes Collection (as ""Jan Brueghel I"")",,"provenance"
"6632","9640","A Group of Peasants",,,"I. Delhaes Collection",,"provenance"
"6633","9641","Genre Scene by the Sea",,"France, Paris","Prince Vladimir Argoutinsky-Dolgoroukoff (L. 2602d with collector's mark)",,"provenance"
"6634","9641","Genre Scene by the Sea","19th century-20th century","Netherlands, Amsterdam","Reinier Willem Petrus De Vries",,"provenance"
"6635","9641","Genre Scene by the Sea","Mar 27 1925","Netherlands, Amsterdam","His sale, Lot #66 (as ""Jan Brueghel"")",,"provenance"
"6636","9641","Genre Scene by the Sea",,"United States, New York, NY","Austin A. Mitchell",,"provenance"
"6637","9641","Genre Scene by the Sea","1969","United States, Cambridge, MA","Acquired by bequest of Austin A. Mitchell by Fogg Art Museum",,"provenance"
"6638","9642","Mountainous Landscape with Exotic Animals","Mar 11 1964","England, London","Sale, Sotheby's, Lot #194",,"provenance"
"6639","9642","Mountainous Landscape with Exotic Animals",,"United States, New York, NY","Schaeffer Galleries",,"provenance"
"6640","9642","Mountainous Landscape with Exotic Animals",,"United States","Private Collection (proably R. W. Hompe, Villanova, Pennsylvania",,"provenance"
"6641","9642","Mountainous Landscape with Exotic Animals","1977","United States, Cambridge, MA","Sale, Schaeffer Galeries to Harvard University Art Museums using Gifts for Special uses Fund 1977.4",,"provenance"
"6642","9643","The Schelde River at Antwerp","20th century","United States, New York, NY","Mathias Komor (Lugt 1882a)",,"provenance"
"6643","9643","The Schelde River at Antwerp","1956",,"Sale to Fogg Art Museum",,"provenance"
"7325","9644","Three Windmills (London)","1972","Netherlands, Amsterdam","Bernard Houthakker Gallery",,"provenance"
"7326","9644","Three Windmills (London)","20th century","United States, New York, NY","Ian Woodner",,"provenance"
"7327","9644","Three Windmills (London)","1983","United States, Cambridge, MA","Gift from Woodner to Fogg Art Museum",,"provenance"
"6647","9645","Five Women Talking",,,"Private Collection",,"provenance"
"6648","9645","Five Women Talking","20th century","Netherlands, Utrecht","Jacob H. Wiegersma (Lugt 1552b with collector's mark)",,"provenance"
"6649","9645","Five Women Talking",,"Netherlands, Utrecht","Jan Gerrit van Gelder",,"provenance"
"6650","9645","Five Women Talking","20th century","United States, Boston, MA","Maida and George Abrams",,"provenance"
"6651","9645","Five Women Talking","1986","United States, Cambridge, MA","Gift from Abrams to Harvard University Art Museums",,"provenance"
"6652","9646","Two Studies of an Ostrich",,"United States, St. Louis, MO","Private Collection",,"provenance"
"6653","9646","Two Studies of an Ostrich","Jan 20 1982","United States, New York, NY","Sale, Sotehby's (Parke-Bernet) Lot #53",,"provenance"
"6654","9646","Two Studies of an Ostrich",,"Canada, Brampton","Bought by Vermeer Associates Ltd.",,"provenance"
"6655","9646","Two Studies of an Ostrich",,,"Long-term loan to Fogg Art Museum",,"provenance"
